0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,x10 + x11,x8 + x9,x10 + x11,x8 + x9,x10 + x11,x8 + x9,x4 + x5 + x6 + x7,0,0,0,0,0,0,x10 + x11,x8 + x9,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,0,0,x8 + x9,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,x8 + x9,x8 + x9,x10 + x11,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,x3 + x7 + x8 + x11 + x12,x10 + x11,x3 + x4 + x5 + x6 + x9 + x11 + x12,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,x10 + x11,x8 + x9,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x8 + x9,0,0,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x6 + x11,x2 + x6 + x10,x8 + x9,x10 + x11,x8 + x9,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x6 + x11,x2 + x6 + x10,x8 + x9,0,0,x10 + x11,0,x2 + x4 + x5 + x7 + x11,x2 + x4 + x5 + x7 + x10,0,x2 + x4 + x5 + x7 + x11,0,x2 + x6 + x11,0,0,0,x4 + x5 + x6 + x7,0,0,x4 + x5 + x6 + x7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,x3 + x7 + x8 + x11 + x12,x10 + x11,x8 + x9,0,0,0,0,x10 + x11,x8 + x9,0,0,x2 + x6 + x11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,x3 + x7 + x8 + x11 + x12,x10 + x11,x2 + x6 + x11,x2 + x6 + x11,x2 + x6 + x10,0,x2 + x3 + x6 + x7 + x9 + x12,x2 + x6 + x11,x2 + x6 + x10,x2 + x3 + x6 + x7 + x8 + x12,x2 + x6 + x11,x2 + x6 + x10,x8 + x9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,x3 + x7 + x8 + x11 + x12,x10 + x11,x8 + x9,x10 + x11,x8 + x9,x10 + x11,x8 + x9,0,0,x10 + x11,x8 + x9,x2 + x4 + x5 + x7 + x11,0,0,0,0,0,0,x10 + x11,x8 + x9,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,0,0,x8 + x9,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,x8 + x9,x8 + x9,0,0,0,0,0,0,0,x2 + x3 + x4 + x5 + x9 + x12,x2 + x4 + x5 + x7 + x11,x2 + x4 + x5 + x7 + x10,0,x2 + x3 + x4 + x5 + x9 + x12,x2 + x4 + x5 + x7 + x11,x2 + x4 + x5 + x7 + x10,x2 + x3 + x4 + x5 + x8 + x12,x2 + x4 + x5 + x7 + x11,x2 + x4 + x5 + x7 + x10,x8 + x9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,0,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,0,x10 + x11,x3 + x4 + x5 + x6 + x9 + x11 + x12,x3 + x4 + x5 + x6 + x9 + x10 + x12,x10 + x11,x3 + x4 + x5 + x6 + x8 + x11 + x12,x10 + x11,x8 + x9,0,0,0,0,x10 + x11,x8 + x9,0,0,x2 + x6 + x11,0,0,0,x10 + x11,x10 + x11,x8 + x9,0,0,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x6 + x11,x2 + x6 + x10,x8 + x9,x10 + x11,x8 + x9,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x6 + x11,x2 + x6 + x10,x8 + x9,0,0,0,x10 + x11,x2 + x3 + x4 + x5 + x9 + x12,x2 + x3 + x4 + x5 + x9 + x12,x10 + x11,x2 + x3 + x4 + x5 + x8 + x12,x10 + x11,0,x2 + x6 + x11,x2 + x6 + x10,0,x2 + x3 + x4 + x5 + x9 + x12,x2 + x6 + x11,x2 + x6 + x10,x2 + x3 + x4 + x5 + x8 + x12,x2 + x6 + x11,x2 + x6 + x10,x8 + x9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x10 + x11,0,x4 + x5 + x6 + x7,0,x10 + x11,0,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,0,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,x10 + x11,0,x10 + x11,x3 + x7 + x9 + x11 + x12,x3 + x7 + x9 + x10 + x12,0,x3 + x4 + x5 + x6 + x9 + x11 + x12,0,0,0,0,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,0,x2 + x6 + x11,0,x2 + x6 + x11,0,x2 + x4 + x5 + x7 + x11,0,x2 + x6 + x11,0,0,0,0,0,x10 + x11,x3 + x7 + x9 + x11 + x12,0,x2 + x6 + x11,0,0,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x3 + x6 + x7 + x9 + x12,0,x3 + x7 + x9 + x11 + x12,x2 + x6 + x11,0,0,x2 + x6 + x11,x2 + x6 + x10,x2 + x3 + x6 + x7 + x9 + x12,x2 + x6 + x11,x2 + x6 + x10,0,0,0,0,0,x2 + x4 + x5 + x7 + x11,0,0,0,0,0,0,0,0,x4 + x5 + x6 + x7,0,0,x4 + x5 + x6 + x7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x10 + x11,0,x4 + x5 + x6 + x7,0,x10 + x11,x10 + x11,0,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x10 + x11,x10 + x11,0,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x10 + x11,x10 + x11,0,x3 + x7 + x8 + x11 + x12,x3 + x7 + x8 + x10 + x12,x10 + x11,x3 + x4 + x5 + x6 + x8 + x11 + x12,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,0,0,x4 + x5 + x6 + x7,0,x2 + x6 + x11,0,x2 + x6 + x11,0,x2 + x4 + x5 + x7 + x11,0,x2 + x6 + x11,0,0,0,0,x10 + x11,0,x3 + x7 + x8 + x11 + x12,0,x2 + x6 + x11,0,x2 + x6 + x11,x2 + x6 + x10,0,0,x2 + x3 + x6 + x7 + x8 + x12,x10 + x11,x3 + x7 + x8 + x11 + x12,x2 + x6 + x11,x2 + x6 + x11,x2 + x6 + x10,0,0,x2 + x3 + x6 + x7 + x8 + x12,x2 + x6 + x11,x2 + x6 + x10,x10 + x11,0,x2 + x4 + x5 + x7 + x11,x2 + x4 + x5 + x7 + x10,0,0,0,x2 + x6 + x11,0,0,0,x4 + x5 + x6 + x7,0,0,0,0,0,x4 + x5 + x6 + x7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x8 + x9,x8 + x9,x8 + x9,x4 + x5 + x6 + x7,0,0,x8 + x9,x3 + x7 + x9 + x11 + x12,x3 + x7 + x8 + x11 + x12,0,x8 + x9,x8 + x9,x3 + x7 + x9 + x11 + x12,x3 + x7 + x8 + x11 + x12,0,x8 + x9,x8 + x9,x3 + x7 + x9 + x11 + x12,x3 + x7 + x8 + x11 + x12,0,x8 + x9,x3 + x4 + x5 + x6 + x9 + x11 + x12,0,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,0,x2 + x6 + x11,0,x2 + x6 + x11,0,x2 + x4 + x5 + x7 + x11,0,x2 + x6 + x11,0,0,0,0,0,x3 + x7 + x9 + x11 + x12,x3 + x7 + x8 + x11 + x12,0,x2 + x6 + x11,0,x2 + x6 + x11,0,x2 + x3 + x6 + x7 + x9 + x12,0,x2 + x3 + x6 + x7 + x8 + x12,0,x3 + x7 + x9 + x11 + x12,0,0,0,x2 + x3 + x6 + x7 + x9 + x12,0,x2 + x3 + x6 + x7 + x8 + x12,0,0,x8 + x9,x2 + x3 + x4 + x5 + x9 + x12,x2 + x4 + x5 + x7 + x11,0,x2 + x3 + x4 + x5 + x9 + x12,x2 + x4 + x5 + x7 + x11,0,x2 + x4 + x5 + x7 + x11,0,0,x4 + x5 + x6 + x7,0,0,0,x4 + x5 + x6 + x7,0,0,x4 + x5 + x6 + x7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x8 + x9,x8 + x9,x8 + x9,x4 + x5 + x6 + x7,0,0,x8 + x9,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,0,x8 + x9,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,0,x8 + x9,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,0,x3 + x4 + x5 + x6 + x9 + x10 + x12,x8 + x9,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x2 + x6 + x10,x8 + x9,x2 + x6 + x10,x8 + x9,x2 + x4 + x5 + x7 + x10,x8 + x9,x2 + x6 + x10,x8 + x9,x4 + x5 + x6 + x7,0,0,0,x3 + x7 + x9 + x10 + x12,x3 + x7 + x8 + x10 + x12,x8 + x9,x2 + x6 + x10,x8 + x9,x2 + x6 + x10,x2 + x3 + x6 + x7 + x9 + x12,0,x2 + x3 + x6 + x7 + x8 + x12,0,0,x3 + x7 + x9 + x10 + x12,x8 + x9,x8 + x9,x2 + x3 + x6 + x7 + x9 + x12,0,x2 + x3 + x6 + x7 + x8 + x12,0,0,x8 + x9,0,x2 + x3 + x4 + x5 + x9 + x12,x2 + x4 + x5 + x7 + x10,x2 + x3 + x4 + x5 + x9 + x12,0,x2 + x4 + x5 + x7 + x10,x2 + x3 + x4 + x5 + x8 + x12,x2 + x4 + x5 + x7 + x10,x2 + x3 + x4 + x5 + x9 + x12,x4 + x5 + x6 + x7,0,0,0,x4 + x5 + x6 + x7,0,0,x4 + x5 + x6 + x7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x10 + x11,x8 + x9,x8 + x9,0,x10 + x11,x8 + x9,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x10 + x11,x8 + x9,x8 + x9,0,0,0,0,0,x10 + x11,x1 + x5 + x9,x1 + x5 + x9,x1 + x5 + x8,x1 + x5 + x8,0,x10 + x11,x8 + x9,x8 + x9,x1 + x4 + x6 + x7 + x9,x1 + x4 + x6 + x7 + x9,x1 + x4 + x6 + x7 + x8,x1 + x4 + x6 + x7 + x8,0,0,0,0,x10 + x11,x1 + x5 + x9,x1 + x5 + x9,0,x1 + x5 + x8,0,x1 + x5 + x9,x4 + x5 + x6 + x7,x4 + x5 + x6 + x7,0,0,0,0,0,0,0,0
