0,1,2
0,1,3
0,1,5
0,1,6
0,1,7
0,1,8
0,1,9
0,1,10
0,1,11
0,1,15
0,2,3
0,2,4
0,2,5
0,2,6
0,2,8
0,2,9
0,2,10
0,2,11
0,2,13
0,3,5
0,3,6
0,3,7
0,3,8
0,3,9
0,3,10
0,3,11
0,3,13
0,3,14
0,3,15
0,4,5
0,4,6
0,4,7
0,4,8
0,4,9
0,4,10
0,4,11
0,4,15
0,5,6
0,5,8
0,5,9
0,5,10
0,5,13
0,5,14
0,5,15
0,6,7
0,6,8
0,6,9
0,6,10
0,6,13
0,6,14
0,7,8
0,7,9
0,7,10
0,7,13
0,7,14
0,8,9
0,8,10
0,8,11
0,8,15
0,9,10
0,9,11
0,9,14
0,10,11
0,10,13
1,2,3
1,2,5
1,2,6
1,2,8
1,2,9
1,2,11
1,3,5
1,3,6
1,3,7
1,3,8
1,3,9
1,3,10
1,3,11
1,3,12
1,3,13
1,3,15
1,5,6
1,5,7
1,5,8
1,5,9
1,5,10
1,5,13
1,5,15
1,6,7
1,6,8
1,6,9
1,6,10
1,6,12
1,6,13
1,7,8
1,7,9
1,7,10
1,7,11
1,8,9
1,8,11
1,8,12
1,8,15
1,9,10
1,9,11
1,9,12
2,3,4
2,3,5
2,3,6
2,3,7
2,3,8
2,3,9
2,3,10
2,3,11
2,3,13
2,3,15
2,4,5
2,4,6
2,4,8
2,4,9
2,4,11
2,5,6
2,5,8
2,5,9
2,5,10
2,5,13
2,5,15
2,6,8
2,6,9
2,6,10
2,6,13
2,7,8
2,7,9
2,7,10
2,7,13
2,8,9
2,8,11
2,8,15
2,9,11
2,10,11
2,11,13
3,4,5
3,4,6
3,4,7
3,4,8
3,4,9
3,4,10
3,4,11
3,4,15
3,5,6
3,5,7
3,5,8
3,5,9
3,5,10
3,5,13
3,5,14
3,5,15
3,6,7
3,6,8
3,6,9
3,6,10
3,6,12
3,6,13
3,6,14
3,7,8
3,7,9
3,7,10
3,7,11
3,7,13
3,7,14
3,8,9
3,8,10
3,8,11
3,8,12
3,8,15
3,9,10
3,9,11
3,9,12
3,9,14
3,10,11
3,10,12
3,10,13
3,11,14
4,5,6
4,5,7
4,5,8
4,5,9
4,5,10
4,5,15
4,6,7
4,6,8
4,6,9
4,6,10
4,6,12
4,7,8
4,7,9
4,7,10
4,7,11
4,8,9
4,8,10
4,8,15
4,9,10
4,9,12
5,6,7
5,6,8
5,6,9
5,6,10
5,6,13
5,6,14
5,7,8
5,7,9
5,7,10
5,7,13
5,7,14
5,8,9
5,8,10
5,8,15
5,9,10
5,9,14
5,10,13
6,7,8
6,7,9
6,8,9
6,8,10
6,8,12
6,9,12
6,9,14
7,8,9
7,8,10
7,8,11
8,9,10
8,9,11
8,9,12
8,10,11
8,10,12
