0,1,2
0,1,3
0,1,4
0,1,5
0,1,6
0,1,7
0,1,8
0,1,9
0,1,13
0,1,14
0,1,17
0,1,18
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
0,2,13
0,2,14
0,2,16
0,2,18
0,3,4
0,3,5
0,3,6
0,3,7
0,3,8
0,3,9
0,3,13
0,3,14
0,3,15
0,3,16
0,3,17
0,4,5
0,4,6
0,4,7
0,4,8
0,4,9
0,4,13
0,4,14
0,4,15
0,5,6
0,5,7
0,5,8
0,5,9
0,5,15
0,5,16
0,5,17
0,5,18
0,6,7
0,6,8
0,6,9
0,6,13
0,6,14
0,6,17
0,6,18
0,7,8
0,7,9
0,7,14
0,7,16
0,7,18
0,8,9
0,8,13
0,8,15
0,8,16
0,8,17
0,9,13
0,9,14
0,13,14
0,13,15
0,13,16
0,13,17
0,13,18
0,14,15
0,14,16
0,14,17
0,14,18
0,15,18
0,16,18
0,17,18
1,2,3
1,2,4
1,2,5
1,2,6
1,2,8
1,2,9
1,2,11
1,2,12
1,2,13
1,2,14
1,2,18
1,3,4
1,3,5
1,3,6
1,3,7
1,3,9
1,3,12
1,3,13
1,3,14
1,3,17
1,4,5
1,4,6
1,4,7
1,4,8
1,4,11
1,4,13
1,4,14
1,5,6
1,5,7
1,5,8
1,5,9
1,5,11
1,5,12
1,5,17
1,5,18
1,6,11
1,6,12
1,6,13
1,6,14
1,6,17
1,6,18
1,7,8
1,7,11
1,7,12
1,7,14
1,7,18
1,8,11
1,8,12
1,8,13
1,8,17
1,9,11
1,9,12
1,9,13
1,9,14
1,11,13
1,11,14
1,11,17
1,12,13
1,12,14
1,12,17
1,13,14
1,13,17
1,13,18
1,14,17
1,14,18
1,17,18
2,3,4
2,3,5
2,3,6
2,3,7
2,3,9
2,3,10
2,3,12
2,3,13
2,3,16
2,4,5
2,4,6
2,4,7
2,4,8
2,4,10
2,4,11
2,4,13
2,4,14
2,5,6
2,5,7
2,5,8
2,5,9
2,5,10
2,5,11
2,5,12
2,5,16
2,5,18
2,6,8
2,6,9
2,6,10
2,6,11
2,6,12
2,6,13
2,6,14
2,6,18
2,7,10
2,7,11
2,7,12
2,7,14
2,7,18
2,8,10
2,8,11
2,8,12
2,8,16
2,9,10
2,9,11
2,9,12
2,9,13
2,9,14
2,10,11
2,10,13
2,10,14
2,10,18
2,11,13
2,11,14
2,11,16
2,12,13
2,12,14
2,13,16
2,13,18
2,14,16
2,14,18
2,16,18
3,4,5
3,4,6
3,4,7
3,4,8
3,4,10
3,4,13
3,4,14
3,4,15
3,5,6
3,5,7
3,5,8
3,5,9
3,5,10
3,5,12
3,5,15
3,5,16
3,5,17
3,6,7
3,6,9
3,6,10
3,6,12
3,6,13
3,6,14
3,6,17
3,7,9
3,7,10
3,7,12
3,7,16
3,8,12
3,9,10
3,9,12
3,9,13
3,9,14
3,10,13
3,10,14
3,10,15
3,10,17
3,12,13
3,12,14
3,12,15
3,12,17
3,13,15
3,13,16
3,14,15
3,14,16
4,5,6
4,5,7
4,5,8
4,5,9
4,5,10
4,5,11
4,5,15
4,6,7
4,6,8
4,6,10
4,6,11
4,6,13
4,6,14
4,7,8
4,7,10
4,7,11
4,7,14
4,8,10
4,8,11
4,8,13
4,8,15
4,9,13
4,9,14
4,10,13
4,10,14
4,11,13
4,11,14
4,11,15
4,13,14
4,13,15
4,14,15
5,6,7
5,6,8
5,6,9
5,6,10
5,6,11
5,6,12
5,6,17
5,6,18
5,7,8
5,7,9
5,7,10
5,7,11
5,7,12
5,7,16
5,7,18
5,8,9
5,8,10
5,8,11
5,8,12
5,8,15
5,8,16
5,8,17
5,9,10
5,9,11
5,9,12
5,10,11
5,10,15
5,10,17
5,10,18
5,11,15
5,11,16
5,11,17
5,12,15
5,12,17
5,15,18
5,16,18
6,7,10
6,7,11
6,7,12
6,7,18
6,8,12
6,8,17
6,9,11
6,9,13
6,9,14
6,10,13
6,10,14
6,10,17
6,11,13
6,11,14
6,11,17
6,12,13
6,12,14
6,12,17
6,13,14
6,13,17
6,13,18
6,14,17
6,14,18
6,17,18
7,8,10
7,8,11
7,8,12
7,9,10
7,9,11
7,9,12
7,10,11
7,10,14
7,10,18
7,11,14
7,11,16
7,12,14
7,14,16
8,10,13
8,10,15
8,10,17
8,11,13
8,11,15
8,11,17
8,12,13
8,12,15
8,12,17
8,13,16
9,10,13
9,10,14
9,11,13
9,11,14
9,12,13
9,12,14
10,11,13
10,11,14
10,11,15
10,11,17
10,13,14
10,13,15
10,13,17
10,13,18
10,14,15
10,14,17
10,14,18
10,15,18
10,17,18
11,13,14
11,13,15
11,13,16
11,13,17
11,14,15
11,14,16
11,14,17
12,13,14
12,13,15
12,13,17
12,14,15
12,14,17
13,14,15
13,14,16
13,16,18
14,16,18
