0,1,2
0,1,3
0,1,4
0,1,5
0,1,6
0,1,7
0,1,8
0,1,9
0,1,12
0,1,15
0,1,16
0,1,17
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
0,2,12
0,2,13
0,2,14
0,2,17
0,3,4
0,3,5
0,3,6
0,3,7
0,3,8
0,3,9
0,3,12
0,3,14
0,3,16
0,4,5
0,4,6
0,4,7
0,4,8
0,4,9
0,4,12
0,4,15
0,4,16
0,4,17
0,5,6
0,5,7
0,5,8
0,5,9
0,5,12
0,5,14
0,5,15
0,5,16
0,6,7
0,6,8
0,6,9
0,6,12
0,6,13
0,6,15
0,6,16
0,7,8
0,7,9
0,7,12
0,7,13
0,7,14
0,7,17
0,8,9
0,8,12
0,8,13
0,8,14
0,8,16
0,9,12
0,9,13
0,9,14
0,9,15
0,13,15
0,13,16
0,14,15
0,14,16
1,2,3
1,2,4
1,2,5
1,2,6
1,2,7
1,2,8
1,2,9
1,2,12
1,2,14
1,2,17
1,3,4
1,3,6
1,3,7
1,3,8
1,3,9
1,3,11
1,3,12
1,3,14
1,3,16
1,4,6
1,4,7
1,4,8
1,4,9
1,4,11
1,4,12
1,4,15
1,4,16
1,4,17
1,5,6
1,5,7
1,5,8
1,5,9
1,5,11
1,5,12
1,5,15
1,5,16
1,6,7
1,6,8
1,6,9
1,6,11
1,6,12
1,6,15
1,6,16
1,7,8
1,7,9
1,7,11
1,7,12
1,7,14
1,7,17
1,8,9
1,8,11
1,8,12
1,8,14
1,8,16
1,9,11
1,9,12
1,9,14
1,9,15
1,11,12
1,11,15
1,11,17
1,12,15
1,12,17
2,3,4
2,3,5
2,3,6
2,3,7
2,3,9
2,3,10
2,3,12
2,3,14
2,3,16
2,4,5
2,4,6
2,4,7
2,4,8
2,4,9
2,4,10
2,4,12
2,4,16
2,4,17
2,5,6
2,5,7
2,5,8
2,5,9
2,5,10
2,5,12
2,5,14
2,5,16
2,6,7
2,6,8
2,6,9
2,6,10
2,6,12
2,6,13
2,6,16
2,7,9
2,7,10
2,7,12
2,7,13
2,7,14
2,7,17
2,8,9
2,8,10
2,8,12
2,8,13
2,8,14
2,9,10
2,9,12
2,9,13
2,9,14
2,10,12
2,10,17
2,12,13
2,12,17
3,4,6
3,4,7
3,4,8
3,4,9
3,4,10
3,4,11
3,4,12
3,4,16
3,4,17
3,5,7
3,5,8
3,5,9
3,5,10
3,5,11
3,5,12
3,5,16
3,6,7
3,6,8
3,6,9
3,6,10
3,6,11
3,6,12
3,6,16
3,7,9
3,7,10
3,7,11
3,7,12
3,7,14
3,7,17
3,8,10
3,8,11
3,8,12
3,8,14
3,9,10
3,9,11
3,9,12
3,9,14
3,10,12
3,10,16
3,11,12
3,11,14
3,14,16
4,5,6
4,5,7
4,5,8
4,5,9
4,5,10
4,5,11
4,5,12
4,5,15
4,5,16
4,6,7
4,6,8
4,6,9
4,6,10
4,6,11
4,6,15
4,6,16
4,7,8
4,7,9
4,7,10
4,7,11
4,7,12
4,7,17
4,8,9
4,8,10
4,8,11
4,8,12
4,8,16
4,9,10
4,9,11
4,9,12
4,9,15
4,10,11
4,10,15
4,10,16
4,10,17
4,11,12
4,11,15
4,11,17
4,12,15
4,12,17
5,6,7
5,6,8
5,6,11
5,7,8
5,7,9
5,7,10
5,7,11
5,7,12
5,7,14
5,8,10
5,8,11
5,8,12
5,8,14
5,8,16
5,9,10
5,9,11
5,9,12
5,10,11
5,10,15
5,10,16
5,11,12
5,11,14
5,11,15
6,7,8
6,7,9
6,7,10
6,7,11
6,7,12
6,7,13
6,8,10
6,8,11
6,8,12
6,9,10
6,9,11
6,9,12
6,10,11
6,10,15
6,10,16
6,11,12
6,11,13
6,11,15
7,8,9
7,8,10
7,8,11
7,8,12
7,8,13
7,8,14
7,9,10
7,9,11
7,9,13
7,9,14
7,10,11
7,10,12
7,10,13
7,10,17
7,11,13
7,11,14
7,11,17
7,12,13
7,12,17
8,9,10
8,10,11
8,10,12
8,10,13
8,10,16
8,11,13
8,11,14
9,10,11
9,10,12
9,10,13
9,10,15
9,11,13
9,11,14
